,class
29029,neg
6139,neg
3543,neg
8962,neg
30426,neg
2114,neg
28989,neg
6878,neg
26447,pos
4982,neg
27798,neg
29301,neg
6057,neg
837,neg
1891,neg
30478,neg
11245,neg
10185,neg
12455,neg
365,pos
17305,neg
10371,neg
14197,neg
4018,neg
3075,neg
10276,neg
32296,neg
25318,neg
25024,neg
25758,neg
6845,neg
22580,neg
351,pos
2932,neg
28848,neg
4690,neg
7840,neg
26603,neg
6423,neg
3293,neg
29931,neg
33954,neg
24452,neg
14952,neg
7075,neg
5974,neg
23328,neg
8640,neg
1111,neg
34127,neg
12806,neg
5960,neg
3458,neg
21106,neg
11792,neg
24633,neg
25646,neg
35552,neg
6846,neg
33748,neg
14303,neg
19898,neg
19760,neg
10467,neg
3224,neg
12910,neg
5267,neg
29637,neg
674,neg
28345,neg
8268,neg
4568,neg
26250,neg
28769,neg
35733,neg
12320,neg
29889,neg
28352,neg
2514,neg
12493,neg
11344,neg
32050,neg
7656,neg
24533,neg
17610,neg
3486,neg
6194,neg
1930,neg
23990,neg
15409,neg
7253,neg
16781,neg
9636,neg
15770,neg
20974,neg
10444,neg
15258,neg
19162,neg
171,pos
22702,neg
14529,neg
25701,neg
25992,neg
11214,neg
11323,neg
15930,neg
19150,neg
3693,neg
19272,neg
7286,neg
2172,neg
18999,neg
25897,neg
25521,neg
17418,neg
18297,neg
21728,neg
23835,neg
17565,neg
25720,neg
32114,neg
21682,neg
21261,neg
4947,neg
6090,neg
33450,neg
9101,neg
4476,neg
14676,neg
23326,neg
25924,neg
22553,neg
17423,neg
15791,neg
7475,neg
29973,neg
10839,neg
31870,neg
21304,neg
33970,neg
10978,neg
22712,neg
35093,neg
7920,neg
33673,neg
25443,neg
7646,neg
27063,neg
28566,neg
11516,neg
27898,neg
9824,neg
15631,neg
13002,neg
4008,neg
15588,neg
997,neg
15347,neg
23982,neg
7081,neg
21652,neg
6325,neg
10861,neg
13762,neg
4730,neg
9207,pos
12283,neg
21984,neg
16706,neg
17957,neg
10835,neg
21347,neg
18131,neg
2868,neg
1535,neg
21670,neg
29771,neg
11859,pos
8538,neg
3526,neg
35181,neg
28563,neg
16258,neg
6155,neg
33366,neg
8436,neg
33987,neg
2244,neg
23910,neg
28183,neg
9281,neg
572,neg
1336,neg
21805,neg
31464,neg
24457,neg
17216,neg
490,neg
19164,neg
19169,neg
4326,neg
34248,neg
24315,neg
26147,neg
13859,neg
23544,neg
29616,neg
35932,neg
13034,neg
9406,neg
12964,neg
5246,neg
13563,neg
32850,neg
8023,neg
35726,neg
24658,neg
30712,neg
25776,neg
29673,neg
8765,neg
25502,neg
32662,neg
8950,neg
20153,neg
11547,neg
29500,neg
5777,neg
683,neg
7617,neg
5607,neg
31997,neg
35910,neg
29675,neg
15795,neg
15594,neg
20125,neg
25983,neg
3441,neg
29634,neg
25213,neg
2838,neg
16061,neg
18773,neg
9755,neg
32577,neg
23387,neg
8209,neg
15995,pos
21955,neg
7498,neg
25933,neg
5915,neg
11313,neg
30875,neg
30148,neg
15992,neg
31316,pos
26666,neg
24112,neg
29690,neg
2919,neg
31633,pos
32830,neg
22180,neg
16878,neg
18709,neg
23268,neg
26252,neg
34925,neg
8591,neg
16016,neg
9420,neg
25718,neg
3746,neg
5646,neg
20955,neg
32607,neg
5911,neg
19134,neg
10649,neg
31067,neg
17919,neg
33629,neg
23008,neg
22529,neg
34145,neg
33680,neg
6696,neg
19079,neg
23809,neg
29529,neg
1222,neg
4014,neg
18716,neg
18480,neg
34272,neg
4508,neg
17824,neg
3468,neg
25962,neg
9154,neg
4805,neg
8906,neg
14879,neg
31717,neg
6760,neg
33474,neg
10498,neg
32795,neg
33348,neg
17558,neg
30143,neg
15690,neg
32842,neg
15028,neg
31227,neg
18851,neg
3714,neg
17959,neg
20086,neg
21445,neg
20597,neg
6162,neg
17599,neg
30597,neg
13083,neg
20085,neg
11086,neg
15689,neg
5447,neg
4646,neg
21902,neg
708,neg
24685,neg
11402,neg
15804,neg
12841,neg
13423,neg
15862,neg
26928,neg
11545,neg
19670,neg
14999,neg
5970,neg
1452,neg
33768,neg
16748,neg
20223,neg
11335,neg
9527,neg
28154,neg
14123,neg
19559,neg
33008,neg
23361,neg
35228,neg
25926,neg
31139,neg
18016,neg
10426,neg
2095,neg
17467,neg
12300,neg
27466,neg
35016,neg
24090,neg
28269,pos
24008,neg
7070,neg
977,neg
31408,neg
7993,neg
17071,neg
24149,neg
1919,neg
15602,neg
8437,neg
2195,neg
32749,neg
19531,neg
21565,neg
2907,neg
22900,neg
22674,neg
12144,neg
17050,neg
26689,neg
31583,neg
32227,neg
21161,neg
14000,neg
9197,neg
32898,neg
28727,neg
15892,neg
21721,neg
22061,neg
33743,neg
13095,neg
5333,neg
35815,neg
4287,neg
35204,neg
27170,neg
491,neg
26053,neg
30347,neg
21938,neg
16650,pos
24699,neg
22051,neg
19278,neg
2150,neg
13542,neg
5584,neg
27573,neg
17425,neg
2223,neg
6237,neg
619,pos
15627,neg
9024,neg
4094,neg
16328,neg
2118,neg
7987,neg
25422,neg
31613,neg
10188,neg
5796,neg
31963,neg
16316,neg
15806,neg
1125,neg
7395,neg
24662,neg
34105,neg
31384,neg
11063,neg
610,neg
10242,neg
27656,neg
6794,neg
14436,neg
19336,neg
24549,neg
24568,neg
15508,neg
27630,neg
8615,neg
30943,neg
24231,neg
10880,pos
3681,neg
19785,neg
27932,neg
17563,neg
8111,neg
35498,neg
27339,neg
17255,neg
19888,neg
25117,neg
10194,neg
8223,neg
21016,neg
11440,neg
29505,neg
5295,neg
4814,neg
19952,neg
21231,neg
19154,neg
8326,neg
1226,neg
8084,neg
24117,neg
11360,neg
32494,neg
25615,neg
12574,neg
14910,neg
6290,neg
12664,neg
22366,neg
1821,neg
22837,neg
29062,neg
6932,neg
8295,neg
27956,neg
20299,neg
7371,neg
16848,neg
28956,neg
11841,neg
19147,neg
7511,neg
791,neg
15515,neg
26859,neg
12893,neg
10927,neg
31561,neg
29966,neg
15511,neg
852,neg
10596,neg
23438,neg
21650,neg
33271,neg
14569,neg
34521,neg
17064,neg
3973,neg
33739,neg
4365,neg
32168,neg
28478,neg
4236,neg
24614,neg
27490,neg
6928,neg
22885,neg
12886,neg
27465,neg
20642,neg
9838,neg
13876,neg
15480,neg
4056,neg
533,neg
11446,neg
31317,neg
31538,neg
15970,neg
23433,neg
11933,neg
8842,neg
492,neg
16725,neg
32877,neg
33617,neg
9622,neg
33822,neg
8139,neg
19429,neg
5104,neg
29998,neg
34361,neg
29940,neg
22353,neg
30556,neg
16217,neg
13559,neg
2341,neg
29633,neg
28437,neg
11940,neg
27779,neg
27215,neg
12468,neg
11147,neg
29839,neg
2177,neg
13928,neg
10223,neg
32265,neg
6122,neg
19283,neg
4253,neg
27310,pos
7027,neg
19156,neg
22914,neg
31696,neg
25620,neg
17474,neg
3194,neg
4873,neg
540,neg
24423,neg
131,pos
3659,neg
21083,neg
30064,neg
30654,neg
20833,neg
25427,neg
31728,neg
11574,neg
10352,neg
1641,neg
16815,neg
6724,neg
7767,neg
21769,neg
13673,neg
30558,neg
11759,neg
17841,neg
34566,neg
12251,neg
16798,neg
4687,neg
13980,neg
29590,neg
9668,neg
2997,neg
12649,neg
20342,neg
14188,neg
26440,neg
13541,neg
36033,neg
20034,neg
6861,neg
304,pos
688,neg
22723,neg
19990,neg
12768,neg
21004,neg
16429,neg
7166,neg
7237,neg
7461,neg
6626,neg
793,neg
34069,neg
18273,neg
35140,neg
4334,neg
15158,neg
4582,neg
34605,neg
2727,neg
22775,neg
8860,neg
19317,neg
29810,neg
32177,neg
22398,neg
20786,neg
11936,neg
22861,neg
2151,neg
17478,neg
10928,neg
383,pos
20938,neg
34811,neg
27487,neg
35945,neg
23162,neg
15355,neg
14136,neg
8680,neg
3862,neg
12989,neg
2279,neg
10076,neg
2100,neg
19107,neg
17376,neg
1525,neg
35282,neg
18544,neg
21398,neg
20576,neg
21124,neg
23368,neg
22558,neg
32531,neg
11139,neg
31606,neg
7243,neg
27404,neg
26813,neg
2691,neg
15322,neg
25610,neg
21816,neg
9092,neg
8146,neg
11642,neg
8083,neg
26798,neg
7021,neg
25971,neg
29269,neg
21696,neg
3918,neg
34126,neg
33241,neg
12328,neg
28522,neg
23260,neg
11973,neg
29680,neg
33158,neg
18980,neg
6391,neg
6705,neg
6032,neg
27294,neg
39,pos
34852,neg
26957,neg
6911,neg
8032,neg
30333,neg
3919,neg
7546,neg
1264,neg
3811,neg
17207,neg
30028,neg
11080,neg
29638,neg
32989,neg
15778,neg
14301,neg
17883,neg
26038,neg
19985,neg
18111,neg
22615,neg
24741,neg
20427,neg
1651,neg
32334,neg
7374,neg
26466,neg
3484,neg
20347,neg
10802,neg
18931,neg
12652,neg
31208,neg
1030,neg
33384,neg
20779,neg
20683,neg
26728,neg
12700,neg
10893,neg
23880,neg
23623,neg
12084,neg
17559,neg
6296,neg
3219,neg
13781,neg
9449,neg
22634,neg
22996,neg
998,neg
2598,neg
1497,neg
16197,neg
26581,neg
17195,neg
23357,neg
4961,neg
1952,neg
5205,neg
22992,neg
28292,neg
19061,neg
26949,neg
5848,neg
11253,neg
11983,neg
23976,neg
5797,neg
31306,neg
32098,neg
27842,neg
25154,neg
15497,neg
30264,neg
27921,neg
23866,neg
9781,neg
29263,neg
22662,neg
29484,neg
24002,neg
34137,neg
15580,neg
35876,neg
8291,neg
9593,neg
31416,neg
2616,neg
29415,neg
31932,neg
20764,neg
25801,neg
30408,neg
3506,neg
20421,neg
29169,neg
28893,neg
11227,neg
24526,neg
11299,neg
25243,neg
34275,neg
3099,neg
30281,neg
26675,neg
17108,neg
31993,neg
2060,neg
25671,neg
33423,neg
14876,neg
25742,neg
13825,neg
31218,neg
32715,neg
10909,neg
20797,neg
35838,neg
23174,neg
8861,neg
33416,neg
16634,neg
18672,neg
32129,neg
23792,neg
29288,neg
21166,neg
24677,neg
33767,neg
881,neg
34143,neg
3679,neg
20693,neg
30576,neg
5933,neg
24540,neg
1165,neg
31888,neg
2084,neg
28469,neg
32329,neg
16169,neg
22714,neg
4031,neg
27550,neg
3333,neg
32323,neg
36119,neg
11698,neg
3937,neg
27923,neg
28809,neg
23001,neg
23947,neg
18572,neg
9312,neg
9688,neg
29629,neg
24363,neg
13146,neg
614,neg
34900,neg
18513,neg
11652,neg
33313,neg
13236,neg
10971,neg
26210,neg
33742,neg
36134,neg
29353,neg
32175,neg
32630,neg
9414,neg
3533,pos
11833,neg
29930,neg
21529,neg
10648,neg
17127,neg
30624,neg
16764,neg
14487,pos
17493,neg
21993,pos
31662,neg
34211,neg
15403,neg
10510,neg
16104,neg
8141,neg
5757,neg
10483,neg
3426,neg
9358,neg
36067,neg
16698,neg
22014,neg
24391,neg
23874,neg
25485,neg
34291,neg
35371,neg
32864,neg
31154,neg
11601,neg
22639,neg
28362,neg
34739,neg
15790,neg
19590,neg
33536,neg
32687,neg
26868,neg
7884,neg
9564,neg
16903,neg
28720,neg
13839,neg
7702,pos
11611,neg
31879,neg
5484,neg
15457,neg
15929,neg
31214,neg
19420,neg
28454,neg
1774,neg
17810,neg
16837,neg
25272,neg
29103,neg
32784,neg
5209,neg
7313,neg
28701,neg
16114,neg
3257,neg
35262,neg
3324,neg
25281,neg
2019,neg
34585,neg
3902,neg
30741,neg
1957,neg
16691,neg
33699,neg
8567,neg
25856,neg
7599,neg
13724,neg
24756,neg
20726,neg
3092,neg
14571,neg
20806,neg
34263,neg
8299,neg
17754,neg
24691,neg
20674,neg
3904,neg
13552,neg
18802,neg
14681,neg
19640,neg
2825,neg
8030,neg
8821,neg
11975,neg
34782,neg
14874,neg
36080,neg
11221,neg
31958,neg
23720,neg
32103,neg
31759,neg
13703,neg
3176,neg
35550,neg
9228,neg
13856,neg
16478,neg
2453,neg
2753,neg
18556,neg
30325,neg
13062,neg
12299,neg
33477,neg
16285,pos
549,neg
32527,neg
5975,neg
5883,neg
1676,neg
20560,neg
21920,neg
1635,neg
1626,neg
33811,neg
30709,neg
28517,neg
21710,neg
9875,neg
12539,neg
26418,neg
23463,neg
25312,neg
19792,neg
20237,neg
16591,neg
28078,neg
26553,neg
947,neg
23110,neg
33528,neg
33592,pos
8896,neg
21663,neg
3944,neg
21182,neg
22755,pos
33481,neg
2571,neg
14165,neg
6604,neg
6522,neg
24997,neg
34376,neg
33078,neg
17944,neg
29593,neg
633,neg
10734,neg
34812,neg
2216,neg
9205,neg
6542,neg
30896,neg
1453,neg
31639,neg
22488,neg
21750,neg
22118,neg
32404,neg
34011,neg
16266,neg
4109,neg
7140,neg
22979,neg
3501,neg
1506,neg
2073,neg
28542,neg
8183,neg
26319,neg
5149,neg
10795,neg
14266,neg
10718,neg
7598,neg
23647,neg
26773,neg
17034,neg
32115,neg
5942,neg
27705,neg
694,neg
12999,neg
15364,neg
17958,neg
7251,neg
18666,neg
16868,neg
27259,neg
13826,neg
8878,neg
2202,neg
12997,neg
17686,neg
16763,neg
23339,neg
6583,neg
12319,neg
31089,neg
15168,neg
21277,neg
19976,neg
11997,neg
26430,neg
16108,neg
29092,neg
6258,neg
29806,neg
24888,neg
3339,neg
18885,neg
33009,neg
15880,neg
16472,neg
15064,neg
1085,neg
21660,neg
14803,neg
8739,neg
3901,neg
6897,neg
5462,neg
3066,neg
16674,neg
5026,neg
25185,neg
19481,neg
8233,neg
33530,neg
19161,neg
6934,neg
3885,neg
34468,neg
29948,neg
4817,neg
28150,neg
32439,neg
14239,neg
3549,neg
21942,neg
29205,neg
6021,neg
13570,neg
24331,neg
2065,neg
1302,neg
3962,neg
18360,neg
22932,neg
15335,neg
25602,neg
24585,neg
1871,neg
26853,neg
31985,neg
5212,neg
5570,neg
23771,neg
15410,neg
5760,pos
29045,neg
32229,neg
34989,neg
6158,neg
31660,neg
2855,neg
25564,neg
33888,neg
25508,neg
12170,neg
14979,neg
2930,neg
1851,neg
34552,neg
11255,neg
422,pos
8655,neg
26608,neg
23353,neg
15934,neg
35164,neg
13432,neg
35454,neg
6590,neg
18945,neg
10883,neg
28084,neg
16910,neg
11459,neg
243,pos
35513,neg
12423,neg
31438,neg
16567,neg
25559,neg
15452,neg
1314,neg
10018,pos
20739,neg
29136,neg
9801,neg
19188,neg
23130,neg
2754,neg
7436,neg
18141,neg
31903,neg
24939,neg
22039,neg
6620,neg
10695,neg
1643,neg
14208,neg
26018,neg
34458,neg
15115,neg
23935,neg
10406,neg
26409,neg
21498,neg
6360,neg
35293,neg
33800,neg
14651,neg
34691,neg
34153,neg
28896,neg
18967,neg
33593,neg
25205,neg
1915,neg
35126,neg
17096,neg
28819,neg
28338,neg
12162,neg
23292,neg
5616,neg
11321,neg
30464,neg
31453,neg
23948,neg
26357,neg
34540,neg
11181,neg
30373,neg
15428,neg
31991,neg
2383,neg
36019,neg
7988,neg
19818,neg
18345,neg
3164,neg
12731,neg
30194,neg
35368,neg
33164,neg
1748,neg
14054,neg
13828,neg
30323,neg
4645,neg
32466,neg
12525,neg
31295,neg
28536,neg
20986,neg
26483,neg
13199,neg
11527,neg
28189,neg
23051,neg
26293,neg
804,neg
6277,neg
18918,neg
450,neg
26014,neg
950,neg
29173,neg
7307,neg
20493,neg
4923,neg
6100,neg
5306,neg
27388,neg
9538,neg
8355,neg
892,neg
11880,neg
17534,neg
15391,neg
3586,neg
10567,neg
2628,neg
6823,neg
17054,neg
21259,neg
648,neg
27560,neg
34249,neg
12887,neg
15754,neg
6805,neg
34977,pos
10747,neg
1102,neg
50,pos
11958,neg
32109,neg
23121,neg
29039,neg
13594,neg
6414,neg
24175,neg
33832,neg
30876,neg
6342,neg
26822,pos
23319,neg
18825,neg
16754,neg
9998,neg
15943,neg
24160,neg
28485,neg
17206,neg
2521,neg
34424,neg
35256,neg
656,neg
24914,neg
30406,neg
7172,neg
34359,neg
15462,neg
36168,neg
8949,neg
2518,neg
18201,neg
33980,neg
21760,neg
19148,pos
21139,neg
19103,neg
30385,neg
13227,neg
21699,neg
21186,neg
20322,neg
31939,neg
10534,neg
10226,neg
27037,neg
30388,neg
11482,neg
16700,neg
8252,neg
11472,neg
33866,neg
27235,neg
26061,neg
11572,neg
13422,neg
27934,neg
33831,neg
11801,neg
21558,neg
29387,neg
17709,neg
21517,neg
26917,neg
22330,neg
32547,neg
8965,neg
33275,neg
14184,neg
10328,neg
31152,neg
36150,neg
21983,neg
30864,neg
23172,neg
16850,neg
14043,neg
22557,neg
3780,neg
12757,neg
2541,neg
40,pos
9458,neg
31271,neg
7552,neg
2355,neg
32558,neg
19815,neg
13105,neg
7164,neg
5000,neg
31972,neg
22079,neg
15118,neg
13033,neg
7478,neg
7677,neg
3249,neg
36012,neg
3048,neg
9100,neg
30476,neg
1451,neg
705,neg
8418,neg
8243,neg
17101,neg
28372,neg
7741,neg
2725,neg
31235,neg
19413,neg
29242,pos
23569,neg
25945,neg
17325,neg
17397,neg
34427,neg
4928,neg
2627,neg
28120,neg
17556,neg
30585,neg
28775,neg
16719,neg
25115,neg
24467,neg
10176,neg
4644,neg
28908,neg
25604,neg
12651,neg
10665,neg
5203,neg
16256,neg
31205,neg
27458,neg
7745,neg
86,pos
10283,neg
22213,neg
607,neg
19446,neg
4832,neg
31082,neg
23519,neg
28262,neg
33706,neg
12653,neg
514,neg
22756,neg
11534,neg
747,neg
5417,neg
6819,neg
17638,neg
8661,neg
14203,neg
18615,neg
33955,neg
25055,neg
26887,neg
4533,neg
28174,neg
2432,neg
14409,neg
503,neg
24258,neg
15036,neg
10620,neg
27361,neg
2715,neg
308,pos
30660,neg
25963,neg
12416,neg
26176,neg
16994,neg
9286,neg
4973,neg
29414,neg
16091,neg
2871,neg
12029,neg
2694,neg
22964,neg
3016,neg
24960,neg
6652,neg
20180,neg
21205,neg
15054,neg
596,neg
17550,neg
11207,neg
12667,neg
31653,neg
18118,neg
13741,neg
26231,neg
11376,neg
20551,neg
23201,neg
34905,neg
14862,neg
16223,neg
1324,neg
34794,neg
35360,neg
7274,neg
3547,neg
774,neg
29823,neg
8198,neg
8449,neg
16420,neg
23909,neg
26961,neg
10867,neg
12116,neg
29344,neg
15965,neg
29153,neg
15180,pos
6415,neg
29921,neg
5917,neg
31710,neg
26571,neg
17288,neg
16069,neg
16252,neg
31476,neg
32001,neg
12323,neg
6863,neg
5279,neg
33635,neg
6786,neg
15177,neg
27204,neg
9200,neg
21685,neg
20356,neg
10064,neg
9015,neg
16066,neg
9222,neg
21747,pos
30282,neg
6825,neg
8058,neg
12758,neg
16521,neg
22778,neg
21841,neg
16765,neg
13937,neg
17300,neg
5147,neg
20360,neg
34814,neg
22939,neg
20733,neg
2555,neg
26778,neg
15077,neg
27231,neg
25901,neg
33735,neg
17690,neg
35724,neg
17562,neg
20439,neg
5170,neg
31281,neg
1931,neg
18835,neg
25472,neg
15547,neg
35524,pos
23538,neg
25031,neg
17240,neg
1730,neg
26383,neg
18534,neg
16545,neg
916,neg
909,neg
35919,neg
10225,neg
27432,neg
8442,neg
30857,neg
14047,neg
1808,neg
35862,neg
26797,neg
32667,neg
19526,neg
8000,neg
32234,neg
10301,neg
16410,neg
4451,neg
28863,neg
36007,neg
32927,neg
17639,neg
5012,neg
22352,neg
833,neg
24071,neg
16628,neg
7174,neg
12270,neg
34350,neg
27634,neg
12360,neg
33007,neg
24820,neg
1458,neg
13819,neg
1006,neg
10564,neg
25793,neg
18136,neg
35036,neg
24387,neg
12150,neg
35768,neg
20214,neg
29757,neg
19906,neg
17413,neg
9911,neg
13237,neg
22726,neg
10945,neg
31077,neg
21849,neg
22304,neg
4800,neg
15950,neg
7037,neg
12764,neg
14608,neg
24410,neg
28872,neg
28934,neg
17352,neg
26400,neg
10753,neg
21944,neg
34066,neg
5599,neg
11037,neg
25235,neg
18700,neg
33910,neg
30214,neg
13589,neg
15206,neg
12082,neg
19548,neg
161,pos
34095,neg
24657,neg
29351,neg
36108,neg
4667,neg
7670,neg
27638,neg
3188,neg
19176,neg
15649,neg
4036,neg
15324,neg
6854,neg
16651,neg
10895,neg
13648,neg
28825,neg
9160,neg
18837,neg
17015,neg
15535,neg
26962,neg
32200,neg
16617,neg
16301,neg
12297,neg
20598,neg
19135,neg
729,neg
3216,neg
20896,neg
21693,neg
11903,neg
30540,neg
4906,neg
17930,neg
20029,neg
1034,neg
30199,neg
339,pos
23596,neg
9457,pos
5319,neg
2328,neg
1706,neg
1541,neg
25440,neg
6973,neg
2966,neg
22238,neg
6545,neg
2137,neg
29164,neg
17118,neg
29036,neg
15278,pos
35034,neg
1745,neg
28131,neg
24937,pos
1023,neg
29497,neg
35433,neg
21954,neg
35329,neg
15824,neg
14067,neg
20329,neg
10126,neg
18683,neg
19822,neg
32562,neg
2144,neg
35560,neg
9266,neg
32939,neg
27076,neg
12289,neg
17439,neg
18644,neg
3704,neg
33884,neg
22093,neg
31833,neg
16424,neg
22183,neg
23975,neg
31677,neg
35250,neg
35856,neg
33921,neg
31802,neg
29705,neg
19700,neg
3658,neg
26492,neg
20559,neg
9751,neg
20965,neg
5344,neg
12205,neg
3342,neg
112,pos
185,pos
3341,neg
1059,neg
10436,neg
14590,neg
13122,neg
224,pos
14155,neg
3378,neg
23059,neg
20060,neg
26628,neg
34440,neg
26808,neg
35109,neg
32092,neg
2538,neg
218,pos
17340,neg
32906,neg
5316,neg
14418,neg
22611,neg
10651,neg
24152,neg
29402,neg
22692,neg
7715,neg
16126,neg
13872,neg
8945,neg
24709,neg
5005,neg
9786,neg
1589,neg
20424,neg
15129,neg
35413,neg
6072,neg
19368,neg
18905,neg
21151,neg
27262,neg
6331,neg
4933,neg
28191,neg
1516,neg
29506,neg
29873,neg
8063,neg
2481,neg
28399,neg
13807,neg
31345,neg
25453,neg
17913,neg
18009,neg
15370,neg
5815,neg
3349,neg
22750,neg
5533,neg
24332,neg
19394,neg
8893,neg
10579,neg
32685,neg
35591,neg
19006,neg
2401,neg
33028,neg
22445,neg
6986,neg
7596,neg
21351,neg
21416,neg
12871,neg
35719,neg
6987,neg
17140,neg
30799,neg
9860,neg
5816,neg
23192,neg
15746,neg
6333,neg
25142,neg
6691,neg
26028,neg
11739,neg
20102,neg
26960,neg
34025,neg
23684,neg
7597,neg
1522,neg
110,pos
9049,neg
792,neg
35857,neg
1512,neg
20504,neg
5310,neg
24141,neg
21530,neg
25649,neg
12026,neg
6086,neg
13776,neg
3897,neg
550,neg
8363,neg
10959,neg
24368,neg
33093,neg
22820,neg
28602,neg
19423,neg
9996,neg
32949,neg
30907,neg
7446,neg
30037,neg
19378,neg
10693,neg
25676,neg
11538,neg
2830,neg
32408,neg
14891,neg
26065,neg
25222,neg
6006,neg
10528,neg
6313,neg
26084,neg
21719,neg
9821,neg
33342,neg
3025,neg
32707,neg
33915,neg
20904,neg
10001,neg
11495,neg
25203,neg
22798,neg
13202,neg
6793,neg
8941,neg
230,pos
1975,neg
1338,neg
12154,neg
34819,neg
17879,neg
29897,neg
22810,neg
20332,neg
11761,neg
10313,neg
5178,neg
19750,neg
18354,neg
15917,neg
3996,neg
32894,neg
20028,neg
35847,neg
8540,neg
26424,neg
14068,neg
4443,neg
19362,neg
30700,neg
31909,neg
96,pos
32196,pos
3246,neg
28117,neg
2391,neg
20161,neg
4251,neg
17155,neg
28065,neg
25250,neg
28739,neg
7201,neg
3191,neg
31432,neg
3422,neg
4803,neg
36063,neg
7857,neg
15794,neg
34164,neg
20202,neg
710,neg
30961,neg
15991,neg
1020,neg
20495,neg
3269,neg
7454,neg
33846,neg
18024,neg
27184,neg
2205,neg
30400,neg
12710,neg
31552,neg
1813,neg
33136,neg
4505,neg
12053,neg
35051,neg
67,pos
24879,neg
11022,neg
24948,neg
31844,neg
14655,neg
7186,neg
24447,neg
34327,neg
32805,neg
9268,neg
15388,neg
7408,neg
9808,neg
5251,neg
15336,neg
12359,neg
9877,neg
25546,neg
34396,neg
13865,neg
22980,neg
17595,neg
6617,neg
25736,neg
7550,neg
22679,neg
14513,neg
21688,neg
24832,neg
18195,neg
4543,neg
3391,neg
31959,neg
29589,neg
30569,neg
3022,neg
35872,neg
24894,neg
5514,neg
27225,neg
5636,neg
27767,neg
23767,neg
14990,neg
3773,neg
23701,neg
2665,neg
7058,neg
2297,neg
1961,neg
31076,neg
8341,neg
15935,neg
22607,neg
9679,neg
24619,neg
2117,neg
12364,pos
17831,neg
18012,neg
18946,neg
27662,neg
9464,neg
2243,neg
8247,neg
6535,neg
6128,neg
25690,neg
32595,neg
5269,neg
3512,neg
14984,neg
25577,neg
16708,neg
10941,neg
36,pos
24922,neg
33312,neg
15272,neg
30589,neg
30468,neg
26659,neg
26309,neg
35483,neg
2334,neg
31565,neg
25619,neg
33115,pos
12151,neg
16291,neg
6497,neg
16951,neg
13421,neg
16954,neg
3738,neg
20017,neg
12278,neg
30680,neg
22971,neg
23104,neg
28498,neg
14275,neg
23921,neg
24126,neg
24943,neg
7932,neg
33413,neg
31674,neg
15635,neg
24746,neg
33620,neg
13073,neg
11797,neg
8307,neg
33964,neg
34490,neg
34053,neg
23135,neg
5650,neg
4580,neg
7958,neg
18866,neg
3434,neg
20583,neg
17747,neg
25394,neg
19026,neg
22706,neg
31683,neg
32825,neg
23489,neg
23660,neg
15468,neg
21028,pos
25158,neg
14016,neg
4302,neg
31100,neg
27324,neg
12747,neg
25277,neg
28732,neg
35509,neg
32689,neg
11984,neg
31035,neg
9072,neg
23744,neg
20318,neg
4545,neg
13003,neg
13391,neg
26556,neg
32820,neg
30608,neg
12232,neg
35848,neg
27890,neg
33614,neg
31775,neg
32821,neg
6868,pos
2277,neg
5082,neg
11920,neg
33181,neg
15721,neg
31136,neg
29273,neg
26547,neg
311,pos
5124,neg
35072,neg
8445,neg
6745,neg
20761,neg
9245,neg
16724,neg
7698,neg
19043,neg
24295,neg
4775,neg
10908,neg
26769,neg
13528,neg
198,pos
21700,neg
32219,neg
29056,neg
22434,neg
24317,neg
1529,neg
3870,neg
31496,neg
29991,neg
1069,neg
26192,neg
15755,neg
16492,neg
27523,neg
34668,neg
31171,neg
24050,neg
10637,neg
24512,neg
8347,neg
20483,neg
2733,neg
11374,neg
35196,neg
14502,neg
23469,neg
5150,neg
2299,neg
21991,neg
29872,neg
32108,neg
27422,neg
2031,neg
20908,neg
15411,neg
23514,neg
32125,neg
11825,neg
20320,neg
17773,neg
16497,neg
11013,neg
14355,neg
18209,neg
21096,neg
14501,neg
24582,neg
24569,neg
19667,neg
9709,neg
402,pos
24291,neg
9837,neg
6271,neg
20349,neg
35370,neg
24489,neg
6288,neg
5771,neg
22167,neg
31806,neg
16716,neg
27018,neg
14408,neg
9056,neg
24143,neg
18493,neg
20154,neg
16664,neg
26105,neg
14698,neg
1428,neg
33567,neg
32277,neg
28488,neg
30634,neg
12545,neg
22031,neg
35909,neg
30078,neg
13892,neg
3207,neg
25221,neg
11379,neg
22962,neg
11598,neg
20554,neg
23376,neg
16539,neg
15926,neg
2991,neg
9343,pos
24583,neg
130,pos
3455,neg
5821,neg
12542,neg
11206,neg
22696,neg
33308,neg
26681,neg
19838,neg
3192,neg
14402,neg
4192,neg
19231,neg
26619,neg
6683,neg
1313,neg
1305,neg
6838,neg
12532,neg
31721,neg
17679,neg
28514,neg
31706,neg
13278,neg
13482,neg
5284,neg
25973,neg
7227,neg
8735,neg
7889,neg
28114,neg
914,neg
